,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1750583,6/30/2017 11:56,6/30/2017 12:06,593.397,1st & Rhode Island Ave NW,New Hampshire Ave & T St NW,Subscriber
1749065,6/30/2017 10:12,6/30/2017 10:18,351.973,14th & D St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1749704,6/30/2017 10:55,6/30/2017 11:05,596.524,Massachusetts Ave & Dupont Circle NW,15th & M St NW,Subscriber
1749380,6/30/2017 10:33,6/30/2017 10:40,385.75,14th & R St NW,14th & Belmont St NW,Subscriber
1749321,6/30/2017 10:29,6/30/2017 10:50,1232.445,Medical Center Dr & Key West Ave,Medical Center Dr & Key West Ave,Subscriber
1749318,6/30/2017 10:29,6/30/2017 10:38,564.959,17th & K St NW / Farragut Square,New Hampshire Ave & T St NW,Subscriber
1749550,6/30/2017 10:44,6/30/2017 10:55,642.707,4th & W St NE,North Capitol St & G Pl NE,Subscriber
1748898,6/30/2017 10:02,6/30/2017 10:21,1155.782,14th & Irving St NW,Lynn & 19th St North,Subscriber
1748876,6/30/2017 10:01,6/30/2017 10:16,918.658,Washington & Independence Ave SW/HHS,1st & M St NE,Subscriber
1750869,6/30/2017 12:14,6/30/2017 12:19,350.003,Thomas Circle,16th & R St NW,Subscriber
1750417,6/30/2017 11:46,6/30/2017 12:03,1017.313,Van Ness Metro / UDC,20th St & Florida Ave NW,Customer
1750287,6/30/2017 11:36,6/30/2017 11:48,662.958,2nd & G St NE,Union Market/6th St & Neal Pl NE,Customer
1749889,6/30/2017 11:09,6/30/2017 11:39,1782.38,16th & R St NW,2nd St & Massachusetts Ave NE,Subscriber
1749151,6/30/2017 10:19,6/30/2017 10:43,1451.423,15th & F St NE,Thomas Circle,Customer
1749034,6/30/2017 10:10,6/30/2017 10:24,784.529,North Capitol St & G Pl NE,17th & K St NW / Farragut Square,Subscriber
1750701,6/30/2017 12:02,6/30/2017 12:27,1501.766,Washington & Independence Ave SW/HHS,17th St & Independence Ave SW,Customer
1751087,6/30/2017 12:31,6/30/2017 12:34,182.658,14th & D St SE,12th St & Pennsylvania Ave SE,Subscriber
1749070,6/30/2017 10:13,6/30/2017 10:57,2615.303,4th & East Capitol St NE,4th & East Capitol St NE,Customer
1750849,6/30/2017 12:13,6/30/2017 12:30,1016.01,Harvard St & Adams Mill Rd NW,7th & T St NW,Subscriber
1749854,6/30/2017 11:06,6/30/2017 11:08,72.258,14th & Belmont St NW,14th & V St NW,Subscriber
1749847,6/30/2017 11:06,6/30/2017 11:14,483.032,13th & H St NE,Gallaudet / 8th St & Florida Ave NE,Customer
1751116,6/30/2017 12:33,6/30/2017 12:36,170.65,Court House Metro / 15th & N Uhle St ,Arlington Blvd & N Queen St,Subscriber
1748636,6/30/2017 9:46,6/30/2017 9:57,695.324,3rd & Tingey St SE,8th & East Capitol St NE,Subscriber
1750394,6/30/2017 11:45,6/30/2017 12:17,1948.521,Henry Bacon Dr & Lincoln Memorial Circle NW,17th & K St NW / Farragut Square,Customer
1751326,6/30/2017 12:51,6/30/2017 12:58,459.443,Bethesda Ave & Arlington Rd,Woodmont Ave & Strathmore St,Subscriber
1750559,6/30/2017 11:55,6/30/2017 12:43,2850.236,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
1751221,6/30/2017 12:43,6/30/2017 12:57,851.626,4th & M St SW,8th & F St NW,Subscriber
1750176,6/30/2017 11:29,6/30/2017 11:49,1198.394,8th & O St NW,10th & U St NW,Customer
1750302,6/30/2017 11:38,6/30/2017 12:01,1378.794,3rd & Underwood St NW,12th & Newton St NE,Subscriber
1750342,6/30/2017 11:41,6/30/2017 11:50,526.234,Sligo Ave & Carroll Ln,13th St & Eastern Ave,Customer
1750600,6/30/2017 11:57,6/30/2017 12:03,349.265,17th & K St NW,18th & R St NW,Subscriber
1749474,6/30/2017 10:40,6/30/2017 10:48,514.026,4th & W St NE,8th & O St NW,Subscriber
1750183,6/30/2017 11:29,6/30/2017 11:36,429.773,Metro Center / 12th & G St NW,8th & F St NW,Subscriber
1750315,6/30/2017 11:39,6/30/2017 11:45,384.387,4th & E St SW,USDA / 12th & Independence Ave SW,Subscriber
1749490,6/30/2017 10:40,6/30/2017 10:46,349.187,15th & K St NW,8th & F St NW,Subscriber
1748908,6/30/2017 10:03,6/30/2017 10:14,686.35,20th St & Florida Ave NW,21st & M St NW,Subscriber
1749515,6/30/2017 10:42,6/30/2017 10:50,481.337,7th & T St NW,5th & K St NW,Subscriber
1749089,6/30/2017 10:14,6/30/2017 10:35,1277.664,21st & M St NW,34th & Water St NW,Customer
1750040,6/30/2017 11:19,6/30/2017 11:38,1155.546,3rd & Tingey St SE,5th St & Massachusetts Ave NW,Subscriber
1750213,6/30/2017 11:31,6/30/2017 11:50,1109.248,12th & Irving St NE,M St & Delaware Ave NE,Subscriber
1749367,6/30/2017 10:32,6/30/2017 10:50,1044.739,Connecticut Ave & R St NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Subscriber
1750481,6/30/2017 11:50,6/30/2017 11:54,254.902,Calvert St & Woodley Pl NW,Adams Mill & Columbia Rd NW,Subscriber
1749810,6/30/2017 11:03,6/30/2017 11:20,1055.074,14th & V St NW,Lynn & 19th St North,Subscriber
1750878,6/30/2017 12:14,6/30/2017 12:25,663.55,New York Ave & 15th St NW,5th St & Massachusetts Ave NW,Customer
1748930,6/30/2017 10:04,6/30/2017 10:16,752.229,1st & Rhode Island Ave NW,3rd & H St NE,Customer
1748724,6/30/2017 9:51,6/30/2017 9:57,418.147,10th & U St NW,New Hampshire Ave & T St NW,Subscriber
1748848,6/30/2017 9:59,6/30/2017 10:12,770.139,14th & V St NW,21st & M St NW,Subscriber
1750607,6/30/2017 11:57,6/30/2017 1:02,3856.851,22nd St & Constitution Ave NW,4th & East Capitol St NE,Customer
1749999,6/30/2017 11:17,6/30/2017 11:22,288.464,14th St & Colorado Ave NW,5th & Kennedy St NW,Subscriber
1749869,6/30/2017 11:07,6/30/2017 11:12,295.363,Kennedy Center,C & O Canal & Wisconsin Ave NW,Customer
1748759,6/30/2017 9:53,6/30/2017 10:16,1363.321,8th & O St NW,8th & O St NW,Customer
1749411,6/30/2017 10:36,6/30/2017 10:51,943.913,Lincoln Memorial,Jefferson Dr & 14th St SW,Customer
1751431,6/30/2017 12:58,6/30/2017 1:05,417.253,15th & K St NW,8th & H St NW,Subscriber
