,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
6811637,6/30/2017 20:38,6/30/2017 20:54,916,W 52 St & 9 Ave,W 15 St & 7 Ave,Subscriber,Female,1986
6806424,6/30/2017 18:59,6/30/2017 19:18,1158,E 39 St & 2 Ave,Mercer St & Spring St,Subscriber,Male,1956
6812916,6/30/2017 21:17,6/30/2017 21:34,1038,LaGuardia Pl & W 3 St,Vesey Pl & River Terrace,Subscriber,Male,1990
6814303,6/30/2017 22:09,7/1/2017 0:02,6742,Kent Ave & N 7 St,S 5 Pl & S 4 St,Customer,Male,1987
6805787,6/30/2017 18:49,6/30/2017 19:02,758,W 20 St & 11 Ave,W 45 St & 8 Ave,Subscriber,Male,1982
6814248,6/30/2017 22:07,7/1/2017 18:40,73947,E 9 St & Avenue C,E 9 St & Avenue C,Customer,,
6814735,6/30/2017 22:28,6/30/2017 22:51,1373,Riverside Blvd & W 67 St,E 88 St & 1 Ave,Subscriber,Male,1971
6809262,6/30/2017 19:46,6/30/2017 19:55,551,Nassau St & Navy St,Clinton Ave & Myrtle Ave,Customer,,
6815644,6/30/2017 23:15,6/30/2017 23:28,791,7 Ave & Park Pl,14 St & 5 Ave,Subscriber,Male,1970
6813962,6/30/2017 21:56,6/30/2017 22:30,2054,W 38 St & 8 Ave,E 6 St & Avenue D,Subscriber,Male,1961
6807854,6/30/2017 19:21,6/30/2017 19:24,161,E 16 St & Irving Pl,E 19 St & 3 Ave,Subscriber,Female,1992
6815472,6/30/2017 23:05,6/30/2017 23:12,418,Monroe St & Bedford Ave,Halsey St & Tompkins Ave,Subscriber,Male,1983
6811664,6/30/2017 20:39,6/30/2017 21:01,1348,Reade St & Broadway,Sullivan St & Washington Sq,Customer,,
6813109,6/30/2017 21:23,6/30/2017 21:40,1007,1 Ave & E 62 St,2 Ave & E 96 St,Subscriber,Female,1970
6809771,6/30/2017 19:56,6/30/2017 20:00,233,Hicks St & Montague St,Henry St & Poplar St,Subscriber,Male,1981
6810173,6/30/2017 20:05,6/30/2017 20:35,1774,W 37 St & 10 Ave,E 11 St & 1 Ave,Customer,,
6811981,6/30/2017 20:47,6/30/2017 21:31,2587,Grand St & Greene St,E 9 St & Avenue C,Subscriber,Male,1974
6811800,6/30/2017 20:43,6/30/2017 21:09,1587,Central Park West & W 72 St,5 Ave & E 88 St,Customer,,
6815741,6/30/2017 23:21,6/30/2017 23:25,216,W 41 St & 8 Ave,W 37 St & Broadway,Subscriber,Male,1972
6811631,6/30/2017 20:38,6/30/2017 20:47,554,Banker St & Meserole Ave,Kent Ave & S 11 St,Subscriber,Male,1975
6807789,6/30/2017 19:20,6/30/2017 19:42,1327,9 Ave & W 22 St,Forsyth St & Canal St,Subscriber,Male,1984
6811706,6/30/2017 20:40,6/30/2017 21:20,2411,W 20 St & 11 Ave,Pier 40 - Hudson River Park,Customer,,
6809503,6/30/2017 19:51,6/30/2017 20:08,1044,Barrow St & Hudson St,W 43 St & 10 Ave,Subscriber,Male,1992
6807455,6/30/2017 19:15,6/30/2017 19:26,654,8 Ave & W 31 St,E 40 St & 5 Ave,Subscriber,Male,1989
6815106,6/30/2017 22:45,6/30/2017 22:47,113,1 Ave & E 68 St,1 Ave & E 62 St,Subscriber,Male,1987
6813265,6/30/2017 21:29,6/30/2017 21:41,743,Forsyth St & Broome St,Peck Slip & Front St,Subscriber,Male,1968
6806824,6/30/2017 19:05,6/30/2017 19:39,2027,Perry St & Bleecker St,Union Ave & Wallabout St,Subscriber,Male,1990
6811629,6/30/2017 20:38,6/30/2017 21:09,1836,Bus Slip & State St,Clinton St & Grand St,Subscriber,Male,1989
6811400,6/30/2017 20:32,6/30/2017 20:40,448,Forsyth St & Broome St,E 10 St & Avenue A,Subscriber,Male,1961
6812483,6/30/2017 21:03,6/30/2017 21:12,536,W 18 St & 6 Ave,W 37 St & Broadway,Subscriber,Female,1982
6805166,6/30/2017 18:40,6/30/2017 19:18,2282,Greenwich St & Hubert St,Fulton St & Washington Ave,Subscriber,Female,1978
6808237,6/30/2017 19:28,6/30/2017 19:33,288,Berkeley Pl & 7 Ave,Dean St & 4 Ave,Subscriber,Male,1974
6811898,6/30/2017 20:45,6/30/2017 20:59,833,Lexington Ave & E 29 St,W 15 St & 7 Ave,Subscriber,Male,1987
6805886,6/30/2017 18:51,6/30/2017 19:13,1331,Vesey Pl & River Terrace,8 Ave & W 31 St,Subscriber,Male,1963
6808804,6/30/2017 19:38,6/30/2017 19:53,889,Amsterdam Ave & W 73 St,W 76 St & Columbus Ave,Subscriber,Male,1986
6815332,6/30/2017 22:57,6/30/2017 23:07,559,Duffield St & Willoughby St,3 St & Hoyt St,Subscriber,Female,1977
6811535,6/30/2017 20:36,6/30/2017 20:40,252,Lafayette St & Jersey St,Cooper Square & E 7 St,Subscriber,Male,1975
6808211,6/30/2017 19:28,6/30/2017 19:59,1855,5 Ave & E 78 St,W 37 St & 10 Ave,Subscriber,Female,1974
6815238,6/30/2017 22:52,6/30/2017 22:57,286,Suffolk St & Stanton St,E 14 St & Avenue B,Subscriber,Male,1984
6814009,6/30/2017 21:58,6/30/2017 22:13,916,Great Jones St,Market St & Cherry St,Subscriber,Male,1992
6813094,6/30/2017 21:23,6/30/2017 21:26,174,South End Ave & Liberty St,Liberty St & Broadway,Subscriber,Male,1994
6808083,6/30/2017 19:25,6/30/2017 19:33,488,University Pl & E 14 St,W 31 St & 7 Ave,Subscriber,Female,1983
6807957,6/30/2017 19:23,6/30/2017 19:34,652,Graham Ave & Herbert St,Milton St & Franklin St,Subscriber,Male,1981
6812003,6/30/2017 20:48,6/30/2017 20:57,524,Bayard St & Baxter St,Pike St & Monroe St,Subscriber,Female,1978
6813535,6/30/2017 21:39,6/30/2017 21:49,606,Forsyth St & Canal St,LaGuardia Pl & W 3 St,Subscriber,Female,1988
6804692,6/30/2017 18:33,6/30/2017 19:08,2075,Central Park S & 6 Ave,Murray St & West St,Subscriber,Male,1987
6812884,6/30/2017 21:16,6/30/2017 21:47,1893,E 51 St & 1 Ave,E 52 St & 2 Ave,Subscriber,Male,1979
6805326,6/30/2017 18:42,6/30/2017 18:50,480,Kent Ave & S 11 St,Washington Ave & Park Ave,Subscriber,Female,1985
6811044,6/30/2017 20:24,6/30/2017 20:27,177,Duane St & Greenwich St,Leonard St & Church St,Subscriber,Male,1982
6811994,6/30/2017 20:48,6/30/2017 21:00,714,W 25 St & 6 Ave,E 14 St & Avenue B,Subscriber,Male,1976
6813167,6/30/2017 21:25,6/30/2017 21:50,1500,Cooper Square & E 7 St,Graham Ave & Grand St,Subscriber,Male,1981
6815002,6/30/2017 22:40,6/30/2017 22:49,506,E 11 St & 1 Ave,Allen St & Rivington St,Subscriber,Male,1991
6809141,6/30/2017 19:44,6/30/2017 19:47,176,E 33 St & 5 Ave,W 33 St & 7 Ave,Subscriber,Male,1976
6808322,6/30/2017 19:29,6/30/2017 19:36,419,3 St & 3 Ave,Berkeley Pl & 7 Ave,Subscriber,Female,1983
6806647,6/30/2017 19:02,6/30/2017 19:06,211,W 13 St & 6 Ave,University Pl & E 8 St,Subscriber,Male,1991
6816072,6/30/2017 23:47,7/1/2017 0:04,1050,1 Ave & E 30 St,E 10 St & Avenue A,Subscriber,Male,1978
6812250,6/30/2017 20:56,6/30/2017 21:07,660,W 27 St & 7 Ave,E 39 St & 2 Ave,Customer,Male,1976
6813959,6/30/2017 21:56,6/30/2017 22:02,368,Franklin St & W Broadway,South End Ave & Liberty St,Subscriber,Male,1991
6807326,6/30/2017 19:12,6/30/2017 19:16,231,Cumberland St & Lafayette Ave,Washington Ave & Greene Ave,Subscriber,Female,1982
6805155,6/30/2017 18:40,6/30/2017 18:57,1047,W 52 St & 5 Ave,W 33 St & 7 Ave,Customer,,
6813151,6/30/2017 21:25,6/30/2017 21:56,1886,West Thames St,W 37 St & 10 Ave,Customer,,
6807451,6/30/2017 19:15,6/30/2017 19:16,90,W 42 St & 8 Ave,W 42 St & Dyer Ave,Subscriber,Male,1987
6810280,6/30/2017 20:07,6/30/2017 20:12,297,Broadway & W 56 St,W 53 St & 10 Ave,Subscriber,Male,1995
6806884,6/30/2017 19:06,6/30/2017 19:10,272,Amsterdam Ave & W 79 St,Columbus Ave & W 72 St,Subscriber,Male,1990
6808980,6/30/2017 19:41,6/30/2017 19:51,582,E 78 St & 2 Ave,5 Ave & E 78 St,Customer,,
6808823,6/30/2017 19:38,6/30/2017 19:47,535,W 43 St & 10 Ave,W 54 St & 9 Ave,Subscriber,Male,1987
6808252,6/30/2017 19:29,6/30/2017 19:41,756,E 16 St & Irving Pl,E 4 St & 2 Ave,Subscriber,Male,1986
6810544,6/30/2017 20:13,6/30/2017 20:18,284,W 31 St & 7 Ave,W 27 St & 10 Ave,Subscriber,Male,1984
6809261,6/30/2017 19:46,6/30/2017 20:40,3235,Lafayette St & E 8 St,Douglass St & 3 Ave,Subscriber,Male,1979
6815594,6/30/2017 23:11,6/30/2017 23:33,1310,Norfolk St & Broome St,Willoughby St & Fleet St,Subscriber,Male,1982
